Time (s),Ay (m/s²)
0.0012499999720603228,9.861668586730957
0.0024999999441206455,9.833216667175293
0.0037499999161809683,9.832717895507812
0.004999999888241291,9.822235107421875
0.0062500000931322575,9.808427810668945
0.007499999832361937,9.848522186279297
0.008750000037252903,9.817412376403809
0.009999999776482582,9.83620834350586
0.011250000447034836,9.797613143920898
0.012500000186264515,9.813916206359863
0.013749999925494194,9.796517372131348
0.014999999664723873,9.73122787475586
0.016249999403953552,9.764581680297852
0.017500000074505806,9.760838508605957
0.01875000074505806,9.755844116210938
0.019999999552965164,9.774837493896484
0.021250000223517418,9.853676795959473
0.02250000089406967,9.833216667175293
0.023749999701976776,9.830053329467773
0.02500000037252903,9.816906929016113
0.026249999180436134,9.821747779846191
0.027499999850988388,9.83786678314209
0.028750000521540642,9.825404167175293
0.029999999329447746,9.822888374328613
0.03125,9.802940368652344
0.032499998807907104,9.813916206359863
0.03375000134110451,9.771210670471191
0.03500000014901161,9.743215560913086
0.036249998956918716,9.763249397277832
0.03750000149011612,9.760838508605957
0.038750000298023224,9.750515937805176
0.03999999910593033,9.805471420288086
0.04125000163912773,9.873826026916504
0.042500000447034836,9.869311332702637
0.04374999925494194,9.842774391174316
0.04500000178813934,9.872176170349121
0.04625000059604645,9.88054370880127
0.04749999940395355,9.874981880187988
0.04874999821186066,9.876644134521484
0.05000000074505806,9.879973411560059
0.051249999552965164,9.878055572509766
0.05249999836087227,9.866154670715332
0.05375000089406967,9.858588218688965
0.054999999701976776,9.89030933380127
0.05624999850988388,9.86705493927002
0.057500001043081284,9.887977600097656
0.05874999985098839,9.884206771850586
0.05999999865889549,9.869482040405273
0.061250001192092896,9.858835220336914
0.0625,9.861505508422852
0.0637499988079071,9.904624938964844
0.06499999761581421,9.88444709777832
0.06624999642372131,9.881468772888184
0.06750000268220901,9.908441543579102
0.06875000149011612,9.901263236999512
0.07000000029802322,9.877460479736328
0.07124999910593033,9.914578437805176
0.07249999791383743,9.876644134521484
0.07374999672174454,9.876982688903809
0.07500000298023224,9.88452434539795
0.07625000178813934,9.853190422058105
0.07750000059604645,9.861329078674316
0.07874999940395355,9.847491264343262
0.07999999821186066,9.811296463012695
0.08124999701976776,9.866852760314941
0.08250000327825546,9.890677452087402
0.08375000208616257,9.868017196655273
0.08500000089406967,9.880324363708496
0.08624999970197678,9.818926811218262
0.08749999850988388,9.84129810333252
0.08874999731779099,9.840831756591797
0.09000000357627869,9.806769371032715
0.09125000238418579,9.80724048614502
0.0925000011920929,9.794045448303223
0.09375,9.804265975952148
0.0949999988079071,9.796341896057129
0.09624999761581421,9.785144805908203
0.09749999642372131,9.787610054016113
0.09875000268220901,9.79732894897461
